Clave,Descripción,Línea,Existencias,Modelo,Talla,Color,Cuenta contable,Clave alterna
PETSPHARMA-091,DERMACALM JABON 100GR,PHARM,225,,,,,7506343802644
PETSPHARMA-090,DERMATRYL SPA JABON 100GR EPT512,PHARM,166,,,,,7506343802705
PETSPHARMA-089,DERMATRYL JABON MEDICADO 100GR PET513,PHARM,84,,,,,7506343802682
PETSPHARMA-088,MELOXIVET PET 20ML  PET241,PHARM,110,,,,,
PETSPHARMA-087,MELOXIVET SUSP 32ML,PHARM,180,,,,,7506343800060
PETSPHARMA-086,MELOXIVET SUSPENSION 10ML PET239,PHARM,158,,,,,7506343800053
PETSPHARMA-085,MICROFLOX 150 MG C/10TAB PET430,PHARM,132,,,,,7506343800312
PETSPHARMA-084,DERMATRYL SPA SHAMPOO 350ML PET506,PHARM,84,,,,,7506343802699
PETSPHARMA-083,DERMATRYL SHAMPOO 350ML PET520,PHARM,122,,,,,7506343802651
PETSPHARMA-082,DERMAFLAM SHAMPOO 350ML PET510,PHARM,324,,,,,7506343802712
PETSPHARMA-081,MICODERM SHAMPOO 350ML PET509,PHARM,180,,,,,7506343802774
PETSPHARMA-080,KAOFIN 60ML  PET236,PHARM,107,,,,,
PETSPHARMA-079,KANNES SHAMPOO INSECTICIDA  400ML PET522,PHARM,121,,,,,7506343802941
PETSPHARMA-078,KONAVET 30 TAB. PET234,PHARM,52,,,,,
PETSPHARMA-077,GENTACYN OFTALMICO 10ML PET085,PHARM,207,,,,,7506343801579
PETSPHARMA-076,NEUTRADERM JABON 100GR PET515,PHARM,222,,,,,7506343802743
PETSPHARMA-075,CLOREXIVET PLUS JABON 100GR PET517,PHARM,386,,,,,7506343802804
PETSPHARMA-074,MICODERM JABON 100 GR  PET514,PHARM,306,,,,,7506343802781
PETSPHARMA-073,DERMAFLAM JABON 100GR,PHARM,185,,,,,7506343802729
PETSPHARMA-072,BENZODERM JABON 100GR PET516,PHARM,191,,,,,7506343802767
PETSPHARMA-071,PHARMOTIL ORAL 15ML  PET137,PHARM,81,,,,,7506343801272
PETSPHARMA-070,VITHA TABS SB 30 TAB,PHARM,42,,,,,7506343801791
PETSPHARMA-069,VITHA TABS SENIOR PET442,PHARM,116,,,,,
PETSPHARMA-068,AMOXIN 100 30ML PET278,PHARM,264,,,,,7506343802125
PETSPHARMA-067,AMOXIN 250 30ML PET279,PHARM,87,,,,,7506343802132
PETSPHARMA-066,CEPHAPET 600  60ML PET056,PHARM,93,,,,,7506343800220
PETSPHARMA-065,MICROFLOX 50MG C/20 TABLETAS,PHARM,284,,,,,7506343800367
PETSPHARMA-064,AMOXIPET PLUS 500MG C/14 TABLETA PET432,PHARM,70,,,,,
PETSPHARMA-063,SULFAVET TABS C/30 TABLETAS PET172,PHARM,501,,,,,7506343800497
PETSPHARMA-062,AMOXIPET PLUS 250MG C/30 TABLETAS PET174,PHARM,110,,,,,7506343800176
PETSPHARMA-061,AMOXIPET TABS C/30 TABLETAS PET173,PHARM,43,,,,,7506343800206
PETSPHARMA-060,AMOXIPET PLUS 50MG C/30TAB PET431,PHARM,154,,,,,
PETSPHARMA-059,CEPHATABS 150 C/30 TAB PET158,PHARM,65,,,,,7506343800237
PETSPHARMA-058,CEPHATABS 300 C/30 TAB PET159,PHARM,134,,,,,7506343800244
PETSPHARMA-057,CEPHATABS 600 12TAB  PET414,PHARM,91,,,,,7506343800251
PETSPHARMA-056,DOXIPETS 400 C/50 TAB,PHARM,150,,,,,7506343802422
PETSPHARMA-055,MICROFLOX 100 MG C/20 TAB PET429,PHARM,246,,,,,7506343800343
PETSPHARMA-054,DOXIPETS 100 C/100 TAB PET095,PHARM,56,,,,,7506343802408
PETSPHARMA-053,EFA DERM LIQ. 237ML PET465,PHARM,46,,,,,
PETSPHARMA-052,KANNES JABON INSECTICIDA 100 GR,PHARM,471,,,,,7506343800992
PETSPHARMA-051,DERMATRYL JABON 100 GR PET521,PHARM,105,,,,,
PETSPHARMA-050,CLOREXIVET SOL. 100ML  PET040,PHARM,1,,,,,
PETSPHARMA-049,IVERKAN-30 TABLETAS CJ C/15X2    PET260,PHARM,119,,,,,7506343800954
PETSPHARMA-048,ARTRO TABS 30 TAB  PET274,PHARM,158,,,,,
PETSPHARMA-047,IVERKAN SUSPENSION 60ML PET243,PHARM,280,,,,,7506343800923
PETSPHARMA-046,IVERKAN SUSPENSION 20ML PET242,PHARM,74,,,,,7506343800909
PETSPHARMA-045,DOXIPETS 400 C/20 TAB PET096,PHARM,0,,,,,
PETSPHARMA-044,DOXIPETS 100 C/20 TAB PET094,PHARM,42,,,,,7506343802392
PETSPHARMA-043,APETIKAN  C/20 TABLETAS PET132,PHARM,56,,,,,
PETSPHARMA-042,APETIKAN SOL. ORAL 30ML PET115,PHARM,57,,,,,
PETSPHARMA-041,DERMACALM SHAMPOO 350ML PET507,PHARM,211,,,,,7506343802637
PETSPHARMA-040,SEDALPHARMA 100ML PET018,PHARM,0,,,,,
PETSPHARMA-039,BENZODERM SHAMPOO 350ML PET503,PHARM,130,,,,,7506343802750
PETSPHARMA-038,GIARDI PETS ROJO C/20 TAB PET533,PHARM,99,,,,,7506343802972
PETSPHARMA-037,GIARDI PETS VERDE C/20 TAB PET534,PHARM,16,,,,,7506343802989
PETSPHARMA-036,GIARDI PETS AMARILLO C/20 PET535,PHARM,190,,,,,7506343802996
PETSPHARMA-035,FRESHCARE 25 ML PET004A,PHARM,128,,,,,7506343801395
PETSPHARMA-034,AMOXIPET PLUS SUSP 60 ML  PET233,PHARM,158,,,,,
PETSPHARMA-033,XILAPET 2% 25ML,PHARM,8,,,,,7506343801951
PETSPHARMA-032,EFA DERM LIQUID 125ML PET464,PHARM,171,,,,,7506343800770
PETSPHARMA-031,GENTANAZOL SPRAY 60ML,PHARM,456,,,,,7506343800794
PETSPHARMA-030,NEUTRADERM SHAMPOO 350ML PET504,PHARM,62,,,,,
PETSPHARMA-029,DERMATRYL MEDICADO SHAMPOO 350ML PET505,PHARM,220,,,,,7506343802675
PETSPHARMA-028,CLOREXIVET PLUS SHAMPOO 350ML PET508,PHARM,147,,,,,7506343802798
PETSPHARMA-027,IVERKAN-10 EXHIBIDOR 15X2 TAB PET259,PHARM,96,,,,,7506343800947
PETSPHARMA-026,IVERKAN 2.5 SB 10X2 TAB PET473,PHARM,184,,,,,7506343800930
PETSPHARMA-025,SULFAVET 60ML PET067,PHARM,371,,,,,
PETSPHARMA-024,MICROFLOX 2.5% SOLUGEL 60ML  PET427,PHARM,162,,,,,7506343800350
PETSPHARMA-023,AMOXIPET PLUS SUSPENSION 15ML PET249,PHARM,121,,,,,7506343800169
PETSPHARMA-022,AMOXIPET  250 60ML PET140,PHARM,90,,,,,7506343800138
PETSPHARMA-021,AMOXIPET JR 15 ML  PET139,PHARM,68,,,,,7506343800145
PETSPHARMA-020,DICLOVET OFTALMICO 10ML PET084,PHARM,204,,,,,7506343801562
PETSPHARMA-019,CLOREXIVET OTICO 30ML PET086,PHARM,98,,,,,7506343802958
PETSPHARMA-018,OTIKO 18ML PET028,PHARM,255,,,,,7506343801586
PETSPHARMA-017,BIOTROL 4.0L PET081,PHARM,5,,,,,
PETSPHARMA-016,KAOFIN 100 ML PET237,PHARM,94,,,,,7506343800510
PETSPHARMA-015,RANIPETS ORAL 15ML PET406,PHARM,244,,,,,7506343801319
PETSPHARMA-014,RANIPETS TABS C/30TAB  PET114,PHARM,0,,,,,
PETSPHARMA-013,RANIPETS INY 50ML PET038,PHARM,118,,,,,
PETSPHARMA-012,PHARMOTIL INY 50ML PET037,PHARM,111,,,,,7506343801265
PETSPHARMA-011,OMEGA TABS C/30  PET405,PHARM,97,,,,,
PETSPHARMA-010,VITHA TABS 30 TAB PET019,PHARM,97,,,,,7506343801814
PETSPHARMA-009,KANNES REPELENTE 125ML PET010,PHARM,56,,,,,7506343801029
PETSPHARMA-008,KANNES ENTRENADOR 125ML PET009,PHARM,65,,,,,7506343801012
PETSPHARMA-007,FRESH CARE PACO RABANE 125ML PET032,PHARM,183,,,,,
PETSPHARMA-006,FRESH CARE CK ONE 120ML PET008,PHARM,104,,,,,7506343801326
PETSPHARMA-005,FRESH CARE ETERNITY 125 ML PET007,PHARM,183,,,,,
PETSPHARMA-004,FRESH CARE DRAKKAR 125ML,PHARM,167,,,,,
PETSPHARMA-003,FRESH CARE ANIMALE 125 ML PET005,PHARM,203,,,,,
PETSPHARMA-002,FRESH CARE CAROLINA H 125 ML.  PET004,PHARM,153,,,,,
PETSPHARMA-001,FRESH CARE BEBE 125ML PET443,PHARM,74,,,,,
PETGEL-003,OMEGATRIX (PTG) CAJA CON 30 TABLETAS,PETGE,10,,,,,
PETGEL-002,PETFLEX (PTG),PETGE,4,,,,,
PETGEL-001,LACTOPET (PTG) CAJA CON 20 TABLETAS,PETGE,30,,,,,
PARFARM-019,VITAFORT A 5KG,PARFA,0,,,,,
PARFARM-018,VITAFORT POSTURA 500GR,PARFA,35,,,,,
PARFARM-017,VITAFORT A 500 GR,PARFA,16,,,,,
PARFARM-016,FORESTRO INY. 10ML,PARFA,17,,,,,
PARFARM-015,VITAFORT  PELECHA 10 GR,PARFA,89,,,,,
PARFARM-014,PARFOSAL 250 ML,PARFA,8,,,,,
PARFARM-013,"FORENZIM 125,000 U.I.",PARFA,12,,,,,
PARFARM-012,ERICLOR AVICOLA 10 GRS,PARFA,"2,106.00",,,,,
PARFARM-011,ERICLOR AVICOLA 100 GRS,PARFA,89,,,,,
PARFARM-010,VITAFORT A 10 GRS,PARFA,"1,363.00",,,,,
PARFARM-009,PARFOSAL-100 ML,PARFA,36,,,,,
PARFARM-008,ARSIL 50 ML,PARFA,142,,,,,
PARFARM-007,HISTAFIN 30 ML,PARFA,86,,,,,
PARFARM-005,PARFOSAL 20 ML,PARFA,54,,,,,
PARFARM-004,ARSIL 100 ML,PARFA,5,,,,,
PARFARM-003,VITAFORT A 100 GRS,PARFA,197,,,,,
PARFARM-002,RULAXTON SOBRE 100 GR.,PARFA,125,,,,,
PARFARM-001,HISTAFIN 100 ML,PARFA,70,,,,,
PANAVET-020,ANAPIRO 3X1GR,PANAV,0,,,,,40710
PANAVET-012,EXPECTORANTE BRONCO 100 ML,PANAV,43,,,,,42510
PANAVET-011,CLOSANTEL =PANAVET= 5% ORAL 500 ML,PANAV,0,,,,,
PANAVET-010,CLOSANTEL =PANAVET= 5% ORAL 250 ML,PANAV,16,,,,,
PANAVET-009,CALCIPROTEIN FUERTE 100 ML,PANAV,134,,,,,41305
PANAVET-008,CALCIPROTEIN VITAMINADO 500 ML,PANAV,45,,,,,41715
PANAVET-006,CALCIPROTEIN VIT. 250ML,PANAV,10,,,,,41710
PANAVET-005,VAREC POMADA 250 GR,PANAV,20,,,,,
PANAVET-004,UROSEMID 10 ML,PANAV,38,,,,,45305
PANAVET-003,CLOSANTEL = PANAVET= ORAL 5% 100 ML,PANAV,16,,,,,
PANAVET-001,ANAPIRO 2X 1 GR,PANAV,57,,,,,40705
OUROFINO-023,----FLUATAC 5 LTS,OUROF,0,,,,,
OUROFINO-022,----CYPERMIL ASPERSION 1 LTO,OUROF,0,,,,,
OUROFINO-021,LACTOFUR 100ML,,0,,,,,
OUROFINO-020,MELOXIFIN GEL 30GR,OUROF,0,,,,,
OUROFINO-019,----CYPERMIL POUR ON 1 LTO,OUROF,0,,,,,
OUROFINO-017,---IMPACTO 100 ML,OUROF,0,,,,,
OUROFINO-016,SINCROGEST DISP. 10DS,OUROF,0,,,,,
OUROFINO-015,IMPACTO 1 LTO,OUROF,0,,,,,
OUROFINO-014,MASTER LP 4% 500 ML,,0,,,,,
OUROFINO-012,----OUROTETRA PREMIUM 250ML,OUROF,0,,,,,
OUROFINO-011,SINCROFORTE 20ML,OUROF,0,,,,,
OUROFINO-010,SINCRO ECG 6000UI 30ml,OUROF,0,,,,,
OUROFINO-009,NOKALT 1 LTO,,0,,,,,
OUROFINO-008,LACTOFUR 50ML,OUROF,0,,,,,
OUROFINO-007,SINCRODIOL 50ML,OUROF,0,,,,,
OUROFINO-006,SINCROCIO 20ML,OUROF,0,,,,,
OUROFINO-005,NOKALT 40 ML,OUROF,114,,,,,
OUROFINO-004,FORTEMIL 500 ML,,0,,,,,
OUROFINO-003,EVOL 400ML,OUROF,0,,,,,
OUROFINO-002,MASTER LP 4% 1 LTO,,0,,,,,
OUROFINO-001,DICLOFENACO-50 50ML,,0,,,,,
ORDO?EZ-003,UNGUENTO LA TIA 60 GR.,ORDOÑ,"1,319.00",,,,,7502235960003
ORDO?EZ-002,UNGUENTO LA TIA 125 GR.,ORDOÑ,"1,366.00",,,,,7502235960010
ORDO?EZ-001,UNGUENTO LA TIA 250 GR,ORDOÑ,"1,300.00",,,,,7502235960027
NUPEC-038,CLUSTER NUPEC FELINO URINARY &HAIRBALL,NUPEC,26,,,,,
NUPEC-037,CLUSTER NUPEC DIGESTIVE &WC,NUPEC,26,,,,,
NUPEC-036,CLUSTER NUPEC SENIOR WET,NUPEC,142,,,,,
NUPEC-035,NUPEC SENIOR 15 KG,NUPEC,3,,,,,
NUPEC-034,NUPEC FIRST CARE 2KG,NUPEC,4,,,,,
NUPEC-033,CLUSTER NUPEC FELINO INDOOR WET,NUPEC,23,,,,,
NUPEC-032,CLUSTER NUPEC FELINO KITTEN WET,NUPEC,28,,,,,
NUPEC-031,CLUSTER NUPEC PUPPY WET,NUPEC,144,,,,,
NUPEC-030,NUPEC FELINO ADULTO INDOOR 5 KG,NUPEC,3,,,,,
NUPEC-029,NUPEC RELAX 180GR,NUPEC,12,,,,,
NUPEC-028,NUPEC FELINO ADULTO INDOOR 3 KG,NUPEC,0,,,,,
NUPEC-027,NUPEC FELINO ADULTO INDOOR 1.5 KG,NUPEC,11,,,,,
NUPEC-026,NUPEC FELINO KITTEN 1.5 KG,NUPEC,9,,,,,
NUPEC-025,NUPEC WEIGHT CONTROL RP 2KG,NUPEC,7,,,,,
NUPEC-024,NUPEC WEIGHT CONTROL 2KG,NUPEC,8,,,,,
NUPEC-023,NUPEC SENIOR 8KG,NUPEC,5,,,,,
NUPEC-022,NUPEC SENIOR 2 KG,NUPEC,15,,,,,
NUPEC-021,NUPEC SENIOR RP 8KG,NUPEC,9,,,,,
NUPEC-020,NUPEC SENIOR RP 2 KG,NUPEC,22,,,,,
NUPEC-019,NUPEC SENSITIVE 8KG,NUPEC,6,,,,,
NUPEC-018,NUPEC SENSITIVE 2KG,NUPEC,15,,,,,
NUPEC-017,NUPEC SENSITIVE RP 2KG,NUPEC,15,,,,,
NUPEC-016,NUPEC FELINO KITTEN 3KG,NUPEC,8,,,,,
NUPEC-015,NUPEC SENSITIVE R/P 8 KG,NUPEC,0,,,,,
NUPEC-014,NUPEC ADULTO 15KG,NUPEC,0,,,,,
NUPEC-013,NUPEC ADULTO RAZA PEQUEÑA 8 KG,NUPEC,13,,,,,
NUPEC-012,NUPEC CACHORRO 20 KG,NUPEC,3,,,,,
NUPEC-011,NUPEC ADULTO RAZA PEQUEÑA 2KG ROSA,NUPEC,75,,,,,
NUPEC-010,NUPEC CACHORRO RAZA PEQUENA 8KG ROSA,NUPEC,40,,,,,
NUPEC-009,NUPEC CACHORRO RAZA PEQUENA 2KG ROSA,NUPEC,67,,,,,
NUPEC-008,NUPEC ADULTO 8KG VERDE,NUPEC,9,,,,,
NUPEC-007,NUPEC ADULTO 20 KG VERDE,NUPEC,11,,,,,
NUPEC-006,NUPEC ADULTO 5KG VERDE,NUPEC,20,,,,,
NUPEC-005,NUPEC ADULTO 2KG VERDE,NUPEC,31,,,,,
NUPEC-004,NUPEC SENSITIVE 15 KG,NUPEC,6,,,,,
NUPEC-003,NUPEC CACHORRO 8 KG  AZUL,NUPEC,7,,,,,
NUPEC-002,NUPEC CACHORRO 5 KG AZUL,NUPEC,13,,,,,
NUPEC-001,NUPEC CACHORRO 2 KG  AZUL,NUPEC,14,,,,,
NOVATIS-031,-----VIRA SHIELD 6+L5 HB 50 ML,NOVAR,0,,,,,
NOVARTIS-054,APLICADOR  FASIMEC,ELANC,0,,,,,
NOVARTIS-051,----VIRA SHIELD 6+L5 HB 250 ML 50 DS,,0,,,,,
NOVARTIS-049,---------------ACATAK 1 LTO,,0,,,,,
NOVARTIS-047,COSUMIX PLUS 5 KG,ELANC,1,,,,,
NOVARTIS-028,------LEPTO SHIELD 5 100 ML  50 ds,,0,,,,,
NOVARTIS-020,----------------ECTOGAN 1 LTO,,0,,,,,
NOVARTIS-019,-----ECTOGAN 100 ML,,0,,,,,
NOVARTIS-017,-------ACATAK POUR ON 5 LTS,,0,,,,,
NOVARTIS-016,---------------------AGITA TARRO 400 GRS,,0,,,,,
NOVARTIS-015,----------ALFADEX SOBRE 25 GRS,,0,,,,,
NOVARTIS-011,---COSUMIX PLUS 12% 100 GRS,ELANC,0,,,,,
NOVARTIS-010,-------LANIRAT-CUBO 28 GR (CUBETA 178),,0,,,,,
NOVARTIS-009,--------------AGITA 100 GRS,,0,,,,,
NOVARTIS-006,-------ALFADEX 1 LTO,,0,,,,,
NOVARTIS-005,------ALFADEX 100 ML,,0,,,,,
NOVARTIS-001,-----LANIRAT SOBRE 75 GRS,,0,,,,,
NOVALITTON-009,LEPTO 10 20 ML 10 DS,,0,,,,,
NOVALITTON-004,LEPTO 10 100 ML 50 DS,,0,,,,,
NORVET-205,COMPLET PLUS S SUSP ORAL 120 ML (D0009),PQNOR,7,,,,,
NORVET-204,OTIC-NRV 15 ML,PQNOR,8,,,,,
NORVET-203,RANITI-PET´S 50 ML,PQNOR,12,,,,,
NORVET-202,GIARDICOX S 20 TAB,PQNOR,16,,,,,
NORVET-201,SULFATRIM PETS 40MG SUSP. ORAL 60ML,PQNOR,3,,,,,
NORVET-200,AMO-PETS SUSP ORAL 28ML,PQNOR,5,,,,,
NORVET-199,SULFA JET NRV 15ML,PQNOR,0,,,,,
NORVET-198,CEFTRIA PETS 50MG 10ML,PQNOR,20,,,,,
NORVET-197,MELOXI PETS XL 5MG 30 TABLETAS,PQNOR,10,,,,,
NORVET-196,BISMU-JET 120ML,NORVE,23,,,,,
NORVET-195,CARPRO PETS L 26K,PQNOR,7,,,,,
NORVET-194,MELOXIPETS S 1MG 30 TABLETAS,PQNOR,9,,,,,
NORVET-193,MELOXIPETS M 2.5MG 30 TABLETAS,PQNOR,4,,,,,
NORVET-192,GIARDICOX XL 20 TAB,PQNOR,5,,,,,7502229909100
NORVET-191,DOXI PETS XL 500MG 30TABLETAS,PQNOR,13,,,,,7502229902286
NORVET-190,CARTIPETS 25 30 TABLETAS,PQNOR,16,,,,,7502229905812
NORVET-189,COMPLET PLUS GATOS 30ML,PQNOR,23,,,,,7502229902491
NORVET-188,COMPLET PLUS SUSP. ORAL 1 LTO,PQNOR,0,,,,,
NORVET-187,LUBRI PETS SOL. 10ML,PQNOR,13,,,,,7502229905515
NORVET-186,TOBRA PETS  PLUS 10ML,PQNOR,0,,,,,7502229905454
NORVET-185,FELV-FIV 5 PRUEBAS urano test,PQNOR,6,,,,,
NORVET-184,-------ENER JET B COMPLEX 100ML,NORVE,0,,,,,
NORVET-183,METRONIDAPET 150MG 120ML,PQNOR,2,,,,,7502229902453
NORVET-182,ONDRA JET 2 20ML,PQNOR,6,,,,,
NORVET-181,FLOXI-PETS 50MG 30 TAB 10kg,PQNOR,13,,,,,7502229902194
NORVET-180,PENTOXI-PET´S NRV XL 30 TAB,PQNOR,0,,,,,7502229907359
NORVET-179,GABAPENTIN XL 400MG 30 TAB,PQNOR,4,,,,,
NORVET-178,COMPLET PLUS SUSP. ORAL 30ML,PQNOR,1,,,,,
NORVET-177,LACTO PET´S 450GR,PQNOR,2,,,,,
NORVET-176,DISTEMPER-ADENO URANO 5 Pruebas,PQNOR,0,,,,,
NORVET-175,PARVO CORONA URANO 5 Pruebas,PQNOR,7,,,,,
NORVET-172,GABAPENTIN M 100MG,PQNOR,25,,,,,7502229903443
NORVET-171,CLINDA JET 100MG 25 ML,PQNOR,7,,,,,7502229902132
NORVET-170,PRODOL PETS PLUS SOL. ORAL 30ML,PQNOR,20,,,,,
NORVET-169,ITRACONAPETS 125MG 20 CAPS,PQNOR,9,,,,,
NORVET-168,DOXI PETS M 100MG 30 TAB,PQNOR,15,,,,,
NORVET-167,OTI-PETS NRV 100ML,PQNOR,7,,,,,
NORVET-166,GIARDICOX SUSP. 20 ML,PQNOR,43,,,,,
NORVET-165,RODEO 11 VIAS 50ML,NORVE,0,,,,,
NORVET-164,COXI PETS 5% 30 ML,PQNOR,0,,,,,
NORVET-163,GIARDICOX SUSP. 50ML,PQNOR,14,,,,,7502229905904
NORVET-162,FLOXI PETS 150MG 30 TAB 30kg,PQNOR,18,,,,,7502229902217
NORVET-161,AMOXIPETS 125MG 30 TAB,PQNOR,42,,,,,7502229902149
NORVET-160,GABAPENTIN 50MG 30 TABLETAS,PQNOR,15,,,,,
NORVET-159,MASKO PETS Ca 30 TAB,PQNOR,12,,,,,7502229902996
NORVET-158,MASKO PETS PLUS 30 TAB,PQNOR,13,,,,,7502229905119
NORVET-157,CARTIPETS 10 30 TAB,PQNOR,15,,,,,
NORVET-156,CARTRY JET 4 ML,PQNOR,4,,,,,
NORVET-154,CARTIPETS PLUS 25  30TABLETAS,PQNOR,3,,,,,
NORVET-153,ENER -JET B CLOMPLEX 100ML,NORVE,2,,,,,
NORVET-152,OMEPRA-JET NRV 10ML,PQNOR,20,,,,,7502229902972
NORVET-151,DERMA CREM 40GR,PQNOR,10,,,,,
NORVET-150,--------FLOXI PETS M C/30 TABLETAS,NORVE,0,,,,,
NORVET-149,RAMIPRIL PLUS L 20K.  2MG/40MG  C/30 TAB,PQNOR,10,,,,,
NORVET-148,NRV AMOXIPETS 250MG 30 TAB,PQNOR,47,,,,,
NORVET-147,CEFA-PET'S L 30 TAB 300mg,PQNOR,21,,,,,7502229902187
NORVET-146,CEFA-PET'S  XL 20 TAB 500mg,PQNOR,11,,,,,
NORVET-145,CEFA-PET'S  M 30 TAB 150mg,PQNOR,6,,,,,
NORVET-143,FLUCONAPETS L 10 TAB,PQNOR,5,,,,,
NORVET-142,FLUCONAPETS M 10 TAB,PQNOR,5,,,,,
NORVET-141,ITRACONAPETS M 50MG 20 CAP,PQNOR,11,,,,,7502229902811
NORVET-140,ITRACONAPETS  S 25MG 20 TAB,PQNOR,7,,,,,
NORVET-139,GIARDICOX M 250 MG 20 TAB,PQNOR,19,,,,,7502229907182
NORVET-138,RODEO VIRAL 4+LHB 250ML,NORVE,4,,,,,7502229906390
NORVET-137,PENTOXI PETS M 30 TAB,PQNOR,0,,,,,
NORVET-136,CLINDA PETS M 50mg 30 TABLETAS,PQNOR,10,,,,,
NORVET-135,CLINDA PETS XL 200mg 30 TAB,PQNOR,9,,,,,
NORVET-134,DOXI PETS L 250mg 30 TAB,PQNOR,20,,,,,7502229902262
NORVET-133,------APPETIT PETS NRV GOTERO 30 ML,PQNOR,0,,,,,7502229905409
NORVET-132,MELOXI JET 5 MG,PQNOR,7,,,,,
NORVET-131,MELOXI JET 2 MG,PQNOR,5,,,,,7502229902750
NORVET-130,CARPRO PETS S   30 TAB,PQNOR,13,,,,,7502229902200
NORVET-129,COMPLET PLUS S CJA C/30 TABLETAS,PQNOR,15,,,,,7502229902521
NORVET-128,RODEO 11 VIAS 100ML,NORVE,0,,,,,
NORVET-127,COMPLET PLUS M CAJA C/30 TAB,PQNOR,10,,,,,
NORVET-126,RODEO VIRAL 4+LHB 50ML,NORVE,0,,,,,
NORVET-125,RAMIPRIL PLUS M 10K 1MG/20MG  C30 TAB,PQNOR,32,,,,,
NORVET-124,RAMIPRIL  PLUS S 5KG 5MG/10MG C/30 TAB,PQNOR,31,,,,,
NORVET-122,TRAMA PETS PLUS L 10 TAB,PQNOR,21,,,,,
NORVET-121,ENER JET  LITE PLUS 500ML VD017,NORVE,0,,,,,
NORVET-119,"TYROPETS ""M"" .4 MG",PQNOR,19,,,,,
NORVET-117,COMPLET PLUS XL  CAJA C/4 TABLETAS,PQNOR,19,,,,,7502229905577
NORVET-116,COMPLET PLUS L CAJA C/20 TAB,PQNOR,9,,,,,
NORVET-113,COMPLET MAX M 20 TAB,PQNOR,8,,,,,
NORVET-112,"TYRO PETS ""S"" 0.2mg  30 TAB",PQNOR,0,,,,,
NORVET-111,CARTRY JET 8ML,PQNOR,4,,,,,
NORVET-107,RAMIPRIL S 30 TAB 2.5-5KG,PQNOR,13,,,,,
NORVET-102,FLORFENI JET 250 ML,NORVE,0,,,,,
NORVET-099,SULFATRIM PETS 80MG SUO. ORAL 60ML,PQNOR,3,,,,,
NORVET-098,ENERGY PETS 60 GR,PQNOR,10,,,,,7502229905065
NORVET-097,COMPLET MAX S 30 TAB,PQNOR,4,,,,,
NORVET-096,RAMIPRIL M 30 TAB 5-10KG,PQNOR,9,,,,,
NORVET-091,CARTIPETS PLUS 10 30 TABLETAS,PQNOR,15,,,,,7502229907281
NORVET-088,CLINDA PETS S 25MG 30 TAB,PQNOR,8,,,,,
NORVET-087,CLINDA PETS L 125MG 30 TAB,PQNOR,8,,,,,
NORVET-086,PREDNI PETS S30 TAB 5mg,PQNOR,14,,,,,
NORVET-084,TYRO PETS XL .8MG 30 TAB,PQNOR,12,,,,,
NORVET-083,DOXIPETS S 50MG 30 TAB.,PQNOR,16,,,,,
NORVET-081,TRAMADOL PETS L 40MG 10 TAB,PQNOR,15,,,,,
NORVET-080,PREDNI PETS L 30 TAB 25mg,PQNOR,21,,,,,
NORVET-079,CONDRO JET INY. 10ML,NORVE,5,,,,,
NORVET-078,TRAMADOL PETS ORAL 30ML,PQNOR,8,,,,,7502229907434
NORVET-077,---TRAMA PETS SC 10 TAB,NORVE,0,,,,,
NORVET-076,TRAMADOL JET 30 ML. INY,PQNOR,18,,,,,7502229907441
NORVET-075,APPETIT PETS 30ML GOTERO,PQNOR,23,,,,,
NORVET-074,FUROSI PETS 50MG L 20 TAB,PQNOR,39,,,,,
NORVET-073,FUROSI PETS 28MG M 20 TAB,PQNOR,31,,,,,
NORVET-072,FUROSI PETS 6MG S 20 TAB,PQNOR,6,,,,,
NORVET-071,"TYRO PETS ""L"" 0.6mg 30 TAB",PQNOR,1,,,,,
NORVET-070,DOLOCAR PLUS XL 10 TAB,PQNOR,15,,,,,
NORVET-068,DOLOCAR PLUS L 10 TAB,PQNOR,4,,,,,7502229903412
NORVET-067,DOLOCAR PLUS M 10 TAB,PQNOR,12,,,,,
NORVET-066,DOLOCAR PLUS S 10 TAB,PQNOR,4,,,,,
NORVET-065,PRODOL JET   30ML,NORVE,15,,,,,
NORVET-064,TRAMA PETS PLUS S 10 TAB,PQNOR,38,,,,,
NORVET-063,GABAPENTIN  L  250MG 30 TAB,PQNOR,31,,,,,
NORVET-062,STOP JET 2 LTS,NORVE,0,,,,,
NORVET-061,ENER JET LITE PLUS 500ML CABALLOS VD025,NORVE,3,,,,,7502229904754
NORVET-060,TRAMADOL PETS XL 100MG 10 TAB.,PQNOR,15,,,,,7502229907410
NORVET-058,VOMIPETS 50 ML,PQNOR,0,,,,,
NORVET-057,TRAMADOL PETS M 20 MG 10 TAB,PQNOR,19,,,,,
NORVET-056,--OXY JET 50 NRV 20 ML,NORVE,0,,,,,
NORVET-052,TRAMADOL PETS S 10 MG. 10 TAB,PQNOR,10,,,,,
NORVET-050,STOP JET 125 ML,NORVE,0,,,,,
NORVET-049,PREDNI PETS XL 50MG 30 TAB,PQNOR,30,,,,,
NORVET-048,PREDNI PETS M 12.5MG 30 TAB,PQNOR,27,,,,,7502229902620
NORVET-047,SULFA JET 100ML,NORVE,6,,,,,
NORVET-046,IVER NRV 15 ML,PQNOR,0,,,,,
NORVET-045,DEXA JET 15 ML,NORVE,19,,,,,7502229901944
